region,dr_veg_smap,dr_veg_era5,dr_rough_smap,dr_rough_era5,dr_sm_smap,dr_sm_era5
Pakistan (Sindh),-0.007774131112574301,0.021986461993033335,0.010722540209407772,-0.04280107047608861,0.034467561843224415,-0.004240370847044983
Mosambique,-0.2665328909478395,-0.24603355717908362,0.6323618829420395,0.5968594152635679,0.6799121304258019,0.5998427520654047
Central African Republic,-0.05057371198770666,0.01654500961165102,1.1032012092060843,-0.36083850688396724,0.9637673682269456,0.01605422311255686
Guatemala & Honduras,0.2621561066611587,0.021073082821315092,0.3950241859671569,0.24114990010668957,0.2488617730501841,0.10691695852964511
Brasil,-0.00700533241721682,-0.04196036590476365,0.7220327093250071,0.742732296451031,0.7342988466579846,0.7828357235434926
"Mississippi, US",0.35163884596977046,0.19117773549761513,0.7957475695938515,0.7834638120077236,0.7221031256101297,0.7280546607051601
Mean over regions,0.04698481436093197,-0.00620193886003878,0.6098483495405912,0.3267609744114927,0.563901800969045,0.3715773245182024
